name,our_fhtw_lb,our_fhtw_ub,our_ghtw_lb,our_ghtw_ub,our_num_runs,our_tot_time
rand_q0382.hg,3.441181908980462,8.452136102109648,4,12.0,29,3600
rand_q0383.hg,1,1.0,1,1.0,60,140.8
rand_q0384.hg,3.010318257969961,6.871611982881599,4,9.0,34,3600
rand_q0385.hg,1,1.0,1,1.0,60,52.98
rand_q0386.hg,2.0,2.0,2,2.0,60,162.5
rand_q0387.hg,4.0,4.75,4,6.0,60,2169.45
rand_q0388.hg,1,1.0,1,1.0,60,89.07
rand_q0389.hg,2.4,2.4375,3,3.0,60,985.65
rand_q0390.hg,2.7030843552582686,2.853028064992614,3,4.0,60,3533.9
rand_q0391.hg,3.062137885761966,7.230769230769231,4,9.0,50,3600
rand_q0392.hg,1.8,1.8,2,2.0,60,254.98
rand_q0393.hg,3.1120008625573155,7.211716133210553,4,11.0,19,3600
rand_q0394.hg,5.0,6.0,5,6.0,60,1374.39
rand_q0395.hg,1.8763227329181005,3.349050661387565,2,5.0,48,3590.0
rand_q0396.hg,2.857142857142857,2.956043956043955,3,4.0,60,2400.58
rand_q0397.hg,4.0,4.666666666666667,4,6.0,60,1906.53
rand_q0398.hg,2.6495901423336803,6.201117318435754,3,9.0,26,3600
rand_q0399.hg,2.210348174390897,4.36574619388578,3,7.0,19,3600
rand_q0400.hg,1.3043478260869565,1.3043478260869565,2,2.0,60,288.11
rand_q0401.hg,2.0067070503753297,3.742385396369603,2,6.0,28,3600
rand_q0402.hg,2.0,2.5,2,3.0,60,341.17
rand_q0403.hg,3.0,3.5,3,4.0,60,366.45
rand_q0404.hg,3.5,3.9333333333333336,4,5.0,60,828.43
rand_q0405.hg,2.5,2.6666666666666665,3,3.0,60,390.92
rand_q0406.hg,2.3565022421524664,2.385768206039076,3,4.0,60,2185.51
rand_q0407.hg,2.0,2.0,2,2.0,60,114.04
rand_q0408.hg,2.0,2.3333333333333335,2,3.0,60,168.36
rand_q0409.hg,1.683854436062581,2.8773823105840983,2,5.0,44,3553.05
rand_q0410.hg,1.7255052935514916,1.7255052935514916,2,3.0,60,997.47
rand_q0411.hg,1.5,1.5,2,2.0,60,121.43
rand_q0412.hg,1,1.0,1,1.0,60,81.03
rand_q0413.hg,1.9100558415767621,1.9100558415767621,2,3.0,60,1588.89
rand_q0414.hg,2.2967050960267645,4.748258103604968,3,7.0,32,3600
rand_q0415.hg,3.35187716162707,8.102151861649055,4,12.0,18,3600
rand_q0416.hg,2.0,2.0,2,2.0,60,215.4
rand_q0417.hg,1,1.0,1,1.0,60,79.91
rand_q0418.hg,2.6,2.6,3,3.0,60,269.34
rand_q0419.hg,3.020885603563486,6.533333333333333,4,8.0,50,3600
rand_q0420.hg,3.0626514659072965,6.950354609929079,4,9.0,42,3600
rand_q0421.hg,1,1.0,1,1.0,60,80.79
rand_q0422.hg,4.0,4.5,4,5.0,60,1752.03
rand_q0423.hg,2.8970588235294117,2.9550447199121295,3,4.0,60,3234.51
rand_q0424.hg,1.9903954802259887,1.9903954802259887,2,3.0,60,1196.0
rand_q0425.hg,5.0,6.0,5,7.0,57,3600
rand_q0426.hg,5.84615217948718,7.0,6,8.0,53,3600
rand_q0427.hg,2.4453277261950466,5.095112285336856,3,7.0,25,3600
rand_q0428.hg,1,1.0,1,1.0,60,53.84
rand_q0429.hg,3.1918108377177656,8.027659574468085,4,10.0,30,3600
rand_q0430.hg,4.0,4.333333333333333,4,5.0,60,344.74
rand_q0431.hg,2.0,2.0,2,2.0,60,174.25
rand_q0432.hg,2.888620058212282,6.374521027484746,3,10.0,19,3600
rand_q0433.hg,4.0,4.75,4,5.0,60,847.13
rand_q0434.hg,1.5,1.5,2,2.0,60,96.98
rand_q0435.hg,1,1.0,1,1.0,60,137.28
rand_q0436.hg,3.0,3.3333333333333335,3,4.0,60,650.46
rand_q0437.hg,2.1760085057517635,4.347337008500349,3,7.0,38,3549.61
rand_q0438.hg,5.0,6.5,5,8.0,53,3600
rand_q0439.hg,2.9529411764705884,2.9791666666666665,3,4.0,60,1917.22
rand_q0440.hg,2.4035560990977536,5.102941176470588,3,7.0,38,3600
rand_q0441.hg,2.979278120132728,3.1215686274509804,3,5.0,60,2236.09
rand_q0442.hg,2.022988505747126,2.0795795795795797,3,3.0,60,1474.6
rand_q0443.hg,1.3454545454545455,1.3454545454545455,2,2.0,60,258.54
rand_q0444.hg,3.625,3.833333333333333,4,5.0,60,3129.75
rand_q0445.hg,2.970956004893964,6.973574408901252,3,9.0,26,3600
rand_q0446.hg,1.92,1.92,2,3.0,60,1074.96
rand_q0447.hg,1.5,1.5,2,2.0,60,236.75
rand_q0448.hg,5.0,5.5,5,6.0,60,1147.68
rand_q0449.hg,1,1.0,1,1.0,60,70.8
rand_q0450.hg,3.5319912674796097,8.707317073170731,4,10.0,45,3600
rand_q0451.hg,2.2857142857142856,2.3157894736842106,3,3.0,60,380.72
rand_q0452.hg,3.0,3.0,3,3.0,60,373.81
rand_q0453.hg,4.0,4.285714285714286,4,5.0,60,1391.81
rand_q0454.hg,5.0,5.0,5,5.0,60,1022.34
rand_q0455.hg,1.5,1.5,2,2.0,60,130.87
rand_q0456.hg,5.0,5.5,5,6.0,60,1564.75
rand_q0457.hg,2.4,2.5,3,4.0,60,441.76
rand_q0458.hg,3.4222552835447453,8.31195335276968,4,11.0,33,3600
rand_q0459.hg,2.9330515145897644,6.666666666666667,3,9.0,50,3600
rand_q0460.hg,2.3827433628318584,2.563973063973064,3,4.0,60,1862.71
rand_q0461.hg,4.153846153846154,4.432214765100671,5,6.0,57,3546.58
rand_q0462.hg,2.472049689440994,2.70989010989011,3,4.0,60,630.21
rand_q0463.hg,1,1.0,1,1.0,60,77.88
rand_q0464.hg,4.999999586122408,5.5,5,6.0,60,954.64
rand_q0465.hg,2.0,2.0,2,2.0,60,118.16
rand_q0466.hg,1,1.0,1,1.0,60,71.81
rand_q0467.hg,1.5,1.5,2,2.0,60,57.3
rand_q0468.hg,2.661287141596572,5.640648208662588,3,8.0,28,3600
rand_q0469.hg,1,1.0,1,1.0,60,80.43
rand_q0470.hg,4.9750000000000005,5.6,5,7.0,52,3600
rand_q0471.hg,3.0610787238079835,7.1461809635722675,4,10.0,34,3600
rand_q0472.hg,3.874630828865624,9.534306116113008,4,12.0,35,3600
rand_q0473.hg,5.444444444444445,5.75,6,7.0,55,3600
rand_q0474.hg,4.444444444444445,4.855491329479769,5,6.0,54,3600
rand_q0475.hg,1,1.0,1,1.0,60,185.79
rand_q0476.hg,2.0,2.5,2,3.0,60,155.03
rand_q0477.hg,3.1294801720008794,7.21875,4,10.0,37,3600
rand_q0478.hg,6.0,8.5,6,9.0,60,1889.53
rand_q0479.hg,3.2857142857142856,3.6666666666666665,4,4.0,60,1022.54
rand_q0480.hg,2.772033633773975,5.68120723252685,3,9.0,15,3600
rand_q0481.hg,4.0,4.0,4,4.0,60,970.53
rand_q0482.hg,2.734854631019274,6.3552238805970145,3,8.0,41,3600
rand_q0483.hg,2.255569188088672,4.6186046511627925,3,6.0,44,3542.71
rand_q0484.hg,4.0,4.179347826086956,4,6.0,60,2989.49
rand_q0485.hg,2.928830339197531,6.770592763664357,3,10.0,19,3600
rand_q0486.hg,4.0,4.777777777777779,4,6.0,60,2627.5
rand_q0487.hg,4.751268838495224,5.088730569948186,5,7.0,53,3575.89
rand_q0488.hg,2.676393757423321,5.88740818229368,3,8.0,35,3600
rand_q0489.hg,3.0,3.5,3,4.0,60,259.09
rand_q0490.hg,4.0,5.0,4,5.0,60,889.61
rand_q0491.hg,4.0,4.0,4,4.0,60,581.51
rand_q0492.hg,1.2222222222222223,1.222222222222222,2,2.0,60,202.87
rand_q0493.hg,2.5,2.5,3,3.0,60,191.66
rand_q0494.hg,3.0,3.333333333333333,3,4.0,60,398.73
rand_q0495.hg,2.7082636817505334,5.9876596252536105,3,8.0,27,3600
rand_q0496.hg,1.1666666666666665,1.1666666666666667,2,2.0,60,94.5
rand_q0497.hg,2.0702724662963456,4.006289876469825,3,6.0,40,3524.17
rand_q0498.hg,3.3185872574014184,8.0,4,11.0,36,3600
rand_q0499.hg,1.1428571428571428,1.1428571428571428,2,2.0,60,103.84
rand_q0500.hg,2.205041163170686,4.4154926310254705,3,6.0,41,3600
reg-s20-p03-c20-d10-n10-l5-00.xml.hg,7.0,8.0,7,8.0,55,3600
reg-s20-p03-c20-d10-n10-l5-01.xml.hg,7.0,8.0,7,8.0,58,3600
reg-s20-p03-c20-d10-n10-l5-02.xml.hg,6.9999991658193945,8.0,7,8.0,56,3600
reg-s20-p03-c20-d10-n10-l5-03.xml.hg,7.0,8.0,7,8.0,54,3600
reg-s20-p03-c20-d10-n10-l5-04.xml.hg,7.0,8.0,7,8.0,54,3600
reg-s20-p03-c20-d10-n10-l5-05.xml.hg,7.0,8.0,7,8.0,53,3600
reg-s20-p03-c20-d10-n10-l5-06.xml.hg,7.0,8.0,7,8.0,53,3600
reg-s20-p03-c20-d10-n10-l5-07.xml.hg,7.0,9.0,7,9.0,56,3600
reg-s20-p03-c20-d10-n10-l5-08.xml.hg,7.0,8.0,7,8.0,53,3600
reg-s20-p03-c20-d10-n10-l5-09.xml.hg,7.0,9.0,7,9.0,53,3600
reg-s20-p03-c20-d10-n10-l5-10.xml.hg,7.0,9.0,7,9.0,56,3600
reg-s20-p03-c20-d10-n10-l5-11.xml.hg,7.0,8.0,7,8.0,53,3600
reg-s20-p03-c20-d10-n10-l5-12.xml.hg,6.0,7.0,6,7.0,53,3600
reg-s20-p03-c20-d10-n10-l5-13.xml.hg,6.4999995007495,7.0,7,7.0,55,3600
reg-s20-p03-c20-d10-n10-l5-14.xml.hg,7.0,8.0,7,8.0,53,3600
reg-s20-p03-c20-d10-n10-l5-15.xml.hg,6.499999499395648,8.0,7,8.0,52,3600
reg-s20-p03-c20-d10-n10-l5-16.xml.hg,7.0,8.0,7,8.0,55,3600
reg-s20-p03-c20-d10-n10-l5-17.xml.hg,3.8444984773092066,8.0,4,8.0,50,3600
reg-s20-p03-c20-d10-n10-l5-18.xml.hg,6.999999000000001,8.0,7,8.0,54,3600
reg-s20-p03-c20-d10-n10-l5-19.xml.hg,6.999999480674084,8.0,7,8.0,52,3600
reg-s20-p03-c20-d10-n10-l5-20.xml.hg,3.7410760265596603,8.0,4,8.0,50,3600
reg-s20-p03-c20-d10-n10-l5-21.xml.hg,7.0,8.0,7,8.0,52,3600
reg-s20-p03-c20-d10-n10-l5-22.xml.hg,6.999999719157336,9.0,7,9.0,52,3600
reg-s20-p03-c20-d10-n10-l5-23.xml.hg,3.826021809283483,9.0,4,9.0,50,3600
reg-s20-p03-c20-d10-n10-l5-24.xml.hg,7.0,8.0,7,8.0,52,3600
reg-s20-p03-c20-d10-n10-l5-25.xml.hg,6.0,8.0,6,8.0,52,3600
reg-s20-p03-c20-d10-n10-l5-26.xml.hg,7.0,9.0,7,9.0,52,3600
reg-s20-p03-c20-d10-n10-l5-27.xml.hg,7.0,9.0,7,9.0,52,3600
reg-s20-p03-c20-d10-n10-l5-28.xml.hg,7.0,8.0,7,8.0,54,3600
reg-s20-p03-c20-d10-n10-l5-29.xml.hg,6.9999998580055856,8.0,7,8.0,52,3600
reg-s20-p03-c20-d10-n10-l5-30.xml.hg,7.0,8.0,7,8.0,52,3600
reg-s20-p03-c20-d10-n10-l5-31.xml.hg,6.999999000005897,8.0,7,8.0,51,3600
reg-s20-p03-c20-d10-n10-l5-32.xml.hg,6.99999899953077,8.0,7,8.0,52,3600
reg-s20-p03-c20-d10-n10-l5-33.xml.hg,7.0,8.0,7,8.0,51,3600
reg-s20-p03-c20-d10-n10-l5-34.xml.hg,6.999998501066668,8.0,7,8.0,51,3600
reg-s20-p03-c20-d10-n10-l5-35.xml.hg,7.0,9.0,7,9.0,52,3600
reg-s20-p03-c20-d10-n10-l5-36.xml.hg,6.999998999344119,8.0,7,8.0,53,3600
reg-s20-p03-c20-d10-n10-l5-37.xml.hg,7.0,9.0,7,9.0,51,3600
reg-s20-p03-c20-d10-n10-l5-38.xml.hg,7.0,8.0,7,8.0,52,3600
reg-s20-p03-c20-d10-n10-l5-39.xml.hg,6.0,9.0,6,9.0,52,3600
reg-s20-p03-c20-d10-n10-l5-40.xml.hg,5.999999125596522,8.0,6,8.0,51,3600
reg-s20-p03-c20-d10-n10-l5-41.xml.hg,7.0,8.0,7,8.0,52,3600
reg-s20-p03-c20-d10-n10-l5-42.xml.hg,7.0,8.0,7,8.0,54,3600
reg-s20-p03-c20-d10-n10-l5-43.xml.hg,6.999997557835556,8.0,7,8.0,52,3600
reg-s20-p03-c20-d10-n10-l5-44.xml.hg,7.0,9.0,7,9.0,52,3600
reg-s20-p03-c20-d10-n10-l5-45.xml.hg,7.0,8.0,7,8.0,54,3600
reg-s20-p03-c20-d10-n10-l5-46.xml.hg,7.0,8.0,7,8.0,52,3600
reg-s20-p03-c20-d10-n10-l5-47.xml.hg,7.0,9.0,7,9.0,53,3600
reg-s20-p03-c20-d10-n10-l5-48.xml.hg,7.0,8.5,7,9.0,54,3600
reg-s20-p03-c20-d10-n10-l5-49.xml.hg,6.999999000000001,8.0,7,8.0,52,3600
reg-s20-p03-c20-d10-n10-l5-50.xml.hg,7.0,8.0,7,8.0,52,3600
reg-s20-p03-c20-d10-n10-l5-51.xml.hg,7.0,8.0,7,8.0,52,3600
reg-s20-p03-c20-d10-n10-l5-52.xml.hg,3.8634618608030573,9.0,4,9.0,50,3600
reg-s20-p03-c20-d10-n10-l5-53.xml.hg,3.778724923837183,8.0,4,8.0,50,3600
reg-s20-p03-c20-d10-n10-l5-54.xml.hg,3.790102772700397,8.0,4,8.0,50,3600
reg-s20-p03-c20-d10-n10-l5-55.xml.hg,7.0,8.0,7,8.0,51,3600
reg-s20-p03-c20-d10-n10-l5-56.xml.hg,7.0,8.0,7,8.0,53,3600
reg-s20-p03-c20-d10-n10-l5-57.xml.hg,6.0,8.0,6,8.0,53,3600
reg-s20-p03-c20-d10-n10-l5-58.xml.hg,7.0,8.0,7,8.0,55,3600
reg-s20-p03-c20-d10-n10-l5-59.xml.hg,6.999999745965429,8.0,7,8.0,52,3600
reg-s20-p03-c20-d10-n10-l5-60.xml.hg,6.999999784447436,9.0,7,9.0,53,3600
reg-s20-p03-c20-d10-n10-l5-61.xml.hg,6.999999388933769,8.0,7,8.0,55,3600
reg-s20-p03-c20-d10-n10-l5-62.xml.hg,7.0,8.0,7,8.0,53,3600
reg-s20-p03-c20-d10-n10-l5-63.xml.hg,7.0,8.0,7,8.0,52,3600
reg-s20-p03-c20-d10-n10-l5-64.xml.hg,7.0,8.0,7,8.0,52,3600
reg-s20-p03-c20-d10-n10-l5-65.xml.hg,3.8031340880032625,9.0,4,9.0,50,3600
reg-s20-p03-c20-d10-n10-l5-66.xml.hg,6.99999942684706,9.0,7,9.0,54,3600
reg-s20-p03-c20-d10-n10-l5-67.xml.hg,6.0,8.0,6,8.0,52,3600
reg-s20-p03-c20-d10-n10-l5-68.xml.hg,7.0,9.0,7,9.0,53,3600
reg-s20-p03-c20-d10-n10-l5-69.xml.hg,7.0,8.0,7,8.0,51,3600
reg-s20-p03-c20-d10-n10-l5-70.xml.hg,7.0,8.0,7,8.0,55,3600
reg-s20-p03-c20-d10-n10-l5-71.xml.hg,7.0,8.0,7,8.0,53,3600
reg-s20-p03-c20-d10-n10-l5-72.xml.hg,7.0,8.0,7,8.0,52,3600
reg-s20-p03-c20-d10-n10-l5-73.xml.hg,6.9999995714562315,9.0,7,9.0,52,3600
reg-s20-p03-c20-d10-n10-l5-74.xml.hg,7.0,8.0,7,8.0,52,3600
reg-s20-p03-c20-d10-n10-l5-75.xml.hg,7.0,8.0,7,8.0,51,3600
reg-s20-p03-c20-d10-n10-l5-76.xml.hg,6.999999850012126,8.0,7,8.0,55,3600
reg-s20-p03-c20-d10-n10-l5-77.xml.hg,6.0,8.0,6,8.0,51,3600
reg-s20-p03-c20-d10-n10-l5-78.xml.hg,7.0,8.0,7,8.0,52,3600
reg-s20-p03-c20-d10-n10-l5-79.xml.hg,3.8203003677129264,8.0,4,8.0,50,3600
reg-s20-p03-c20-d10-n10-l5-80.xml.hg,7.0,8.0,7,8.0,52,3600
reg-s20-p03-c20-d10-n10-l5-81.xml.hg,6.999998000029631,9.0,7,9.0,51,3600
reg-s20-p03-c20-d10-n10-l5-82.xml.hg,7.0,8.0,7,8.0,52,3600
reg-s20-p03-c20-d10-n10-l5-83.xml.hg,3.82099057458691,9.0,4,9.0,50,3600
reg-s20-p03-c20-d10-n10-l5-84.xml.hg,7.0,8.0,7,8.0,51,3600
reg-s20-p03-c20-d10-n10-l5-85.xml.hg,3.8852240433489733,9.0,4,9.0,50,3600
reg-s20-p03-c20-d10-n10-l5-86.xml.hg,7.0,8.0,7,8.0,53,3600
reg-s20-p03-c20-d10-n10-l5-87.xml.hg,7.0,8.0,7,8.0,52,3600
reg-s20-p03-c20-d10-n10-l5-88.xml.hg,6.999999333891153,8.0,7,8.0,52,3600
reg-s20-p03-c20-d10-n10-l5-89.xml.hg,7.0,8.0,7,8.0,51,3600
reg-s20-p03-c20-d10-n10-l5-90.xml.hg,6.999997601200585,8.0,7,8.0,52,3600
reg-s20-p03-c20-d10-n10-l5-91.xml.hg,6.999999851823461,8.0,7,8.0,51,3600
reg-s20-p03-c20-d10-n10-l5-92.xml.hg,7.0,8.0,7,8.0,54,3600
reg-s20-p03-c20-d10-n10-l5-93.xml.hg,7.0,8.0,7,8.0,51,3600
reg-s20-p03-c20-d10-n10-l5-94.xml.hg,7.0,8.0,7,8.0,53,3600
reg-s20-p03-c20-d10-n10-l5-95.xml.hg,7.0,9.0,7,9.0,51,3600
reg-s20-p03-c20-d10-n10-l5-96.xml.hg,6.999999172772071,8.0,7,8.0,52,3600
reg-s20-p03-c20-d10-n10-l5-97.xml.hg,7.0,8.0,7,8.0,56,3600
reg-s20-p03-c20-d10-n10-l5-98.xml.hg,6.999999896176295,9.0,7,9.0,57,3600
reg-s20-p03-c20-d10-n10-l5-99.xml.hg,7.0,8.0,7,8.0,58,3600
s1196.hg,10.503111901607392,31.0,11,31.0,24,3600
s1238.hg,11.137344195070334,30.0,12,30.0,21,3600
s1423.hg,1,19.5,1,20.0,6,3600
s1488.hg,10.88988052014699,23.0,11,24.0,43,3600
s1494.hg,10.108655675533939,26.333333333333332,11,27.0,33,3600
s208.hg,5.0,6.0,5,6.0,60,1561.87
s27.hg,2.0,2.0,2,2.0,60,144.35
s298.hg,3.4999993750042058,5.0,4,5.0,60,2732.22
s344.hg,5.0,5.0,5,5.0,60,3369.02
s349.hg,4.999998615944422,6.0,5,6.0,60,3130.61
s382.hg,2.6178710689543525,5.0,3,5.0,48,3600
s386.hg,3.9277639551398664,7.666666666666667,4,8.0,40,3600
s400.hg,2.5697440005563728,5.0,3,6.0,49,3600
s420.hg,5.020046358418061,8.0,6,8.0,38,3600
s444.hg,2.405295186871063,5.0,3,5.0,44,3600
s510.hg,8.514061812799891,20.0,9,21.0,35,3600
s526.hg,2.7932134952243692,7.5,3,8.0,18,3600
s5378.hg,1,126.0,1,127.0,4,3600
s641.hg,5.4999994972869315,7.0,6,7.0,51,3600
s713.hg,4.258562490572195,7.0,5,7.0,50,3600
s820.hg,5.752668816814922,10.0,6,10.0,44,3600
s832.hg,5.786322425010501,9.5,6,10.0,50,3600
s838.hg,8.073689476377227,13.5,9,14.0,32,3600
s953.hg,10.705998718717355,37.5,11,38.0,23,3600
sqlshare_q1002.hg,1,1.0,1,1.0,60,53.34
sqlshare_q10051.hg,1,1.0,1,1.0,60,54.94
sqlshare_q10053.hg,1,1.0,1,1.0,60,89.85
sqlshare_q10056.hg,1,1.0,1,1.0,60,85.67
sqlshare_q10062.hg,1,1.0,1,1.0,60,60.44
sqlshare_q10063.hg,1,1.0,1,1.0,60,47.59
sqlshare_q10064.hg,1,1.0,1,1.0,60,59.71
sqlshare_q10065.hg,1,1.0,1,1.0,60,63.05
sqlshare_q10066.hg,1,1.0,1,1.0,60,50.38
sqlshare_q10067.hg,1,1.0,1,1.0,60,55.06
sqlshare_q10096.hg,1,1.0,1,1.0,60,45.72
sqlshare_q10130.hg,1,1.0,1,1.0,60,56.47
sqlshare_q10473.hg,1,1.0,1,1.0,60,57.71
sqlshare_q10534.hg,1,1.0,1,1.0,60,55.44
sqlshare_q10536.hg,1,1.0,1,1.0,60,90.75
sqlshare_q10746.hg,1,1.0,1,1.0,60,85.09
sqlshare_q10747.hg,1,1.0,1,1.0,60,55.3
sqlshare_q11089.hg,1,1.0,1,1.0,60,87.89
sqlshare_q1197.hg,1,1.0,1,1.0,60,98.43
sqlshare_q2275.hg,1,1.0,1,1.0,60,89.28
sqlshare_q2295.hg,1,1.0,1,1.0,60,33.19
sqlshare_q2313.hg,1,1.0,1,1.0,60,31.04
sqlshare_q2380.hg,1,1.0,1,1.0,60,727.13
sqlshare_q2491.hg,1,1.0,1,1.0,60,47.85
sqlshare_q2495.hg,1,1.0,1,1.0,60,79.34
sqlshare_q2496.hg,1,1.0,1,1.0,60,82.19
sqlshare_q2547.hg,1,1.0,1,1.0,60,77.47
sqlshare_q2548.hg,1,1.0,1,1.0,60,52.23
sqlshare_q2557.hg,1,1.0,1,1.0,60,57.2
sqlshare_q2562.hg,1,1.0,1,1.0,60,75.93
sqlshare_q2563.hg,1,1.0,1,1.0,60,47.48
sqlshare_q2565.hg,1,1.0,1,1.0,60,36.03
sqlshare_q2627.hg,1,1.0,1,1.0,60,64.3
sqlshare_q2630.hg,1,1.0,1,1.0,60,396.87
sqlshare_q2635.hg,1,1.0,1,1.0,60,87.16
sqlshare_q2636.hg,1,1.0,1,1.0,60,512.39
sqlshare_q2693.hg,1,1.0,1,1.0,60,92.24
sqlshare_q2702.hg,1,1.0,1,1.0,60,61.26
sqlshare_q2714.hg,1,1.0,1,1.0,60,86.79
sqlshare_q2715.hg,1,1.0,1,1.0,60,56.69
sqlshare_q2717.hg,1,1.0,1,1.0,60,86.77
sqlshare_q2721.hg,1,1.0,1,1.0,60,53.85
sqlshare_q2888.hg,1,1.0,1,1.0,60,51.88
sqlshare_q2891.hg,1,1.0,1,1.0,60,53.16
sqlshare_q3365.hg,1,1.0,1,1.0,60,90.56
sqlshare_q3371.hg,1,1.0,1,1.0,60,132.8
sqlshare_q3425.hg,1,1.0,1,1.0,60,55.9
sqlshare_q3426.hg,1,1.0,1,1.0,60,287.91
sqlshare_q3586.hg,1,1.0,1,1.0,60,204.65
sqlshare_q3587.hg,1,1.0,1,1.0,60,243.94
sqlshare_q3594.hg,1,1.0,1,1.0,60,1034.59
sqlshare_q3598.hg,1,1.0,1,1.0,60,86.53
sqlshare_q3599.hg,1,1.0,1,1.0,60,57.32
sqlshare_q3605.hg,1,1.0,1,1.0,60,56.4
sqlshare_q3608.hg,1,1.0,1,1.0,60,444.2
sqlshare_q3610.hg,1,1.0,1,1.0,60,54.94
sqlshare_q3611.hg,1,1.0,1,1.0,60,84.7
sqlshare_q3612.hg,1,1.0,1,1.0,60,55.89
sqlshare_q3613.hg,1,1.0,1,1.0,60,85.42
sqlshare_q3614.hg,1,1.0,1,1.0,60,56.51
sqlshare_q3615.hg,1,1.0,1,1.0,60,84.74
sqlshare_q3616.hg,1,1.0,1,1.0,60,54.76
sqlshare_q3617.hg,1,1.0,1,1.0,60,57.3
sqlshare_q3618.hg,1,1.0,1,1.0,60,85.25
sqlshare_q3619.hg,1,1.0,1,1.0,60,56.74
sqlshare_q3620.hg,1,1.0,1,1.0,60,85.46
sqlshare_q3621.hg,1,1.0,1,1.0,60,56.27
sqlshare_q3622.hg,1,1.0,1,1.0,60,84.96
sqlshare_q3623.hg,1,1.0,1,1.0,60,55.97
sqlshare_q3624.hg,1,1.0,1,1.0,60,84.19
sqlshare_q3655.hg,1,1.0,1,1.0,60,57.99
sqlshare_q3658.hg,1,1.0,1,1.0,60,56.03
sqlshare_q3660.hg,1,1.0,1,1.0,60,82.16
sqlshare_q3661.hg,1,1.0,1,1.0,60,55.81
sqlshare_q3662.hg,1,1.0,1,1.0,60,53.42
sqlshare_q3663.hg,1,1.0,1,1.0,60,57.76
sqlshare_q3664.hg,1,1.0,1,1.0,60,52.73
sqlshare_q3665.hg,1,1.0,1,1.0,60,38.56
sqlshare_q3666.hg,1,1.0,1,1.0,60,72.2
sqlshare_q3667.hg,1,1.0,1,1.0,60,39.14
sqlshare_q3668.hg,1,1.0,1,1.0,60,115.24
sqlshare_q3669.hg,1,1.0,1,1.0,60,134.4
sqlshare_q3670.hg,1,1.0,1,1.0,60,96.21
sqlshare_q3671.hg,1,1.0,1,1.0,60,111.98
sqlshare_q3672.hg,1,1.0,1,1.0,60,122.16
sqlshare_q3673.hg,1,1.0,1,1.0,60,107.91
sqlshare_q3674.hg,1,1.0,1,1.0,60,127.23
sqlshare_q3675.hg,1,1.0,1,1.0,60,121.47
sqlshare_q3676.hg,1,1.0,1,1.0,60,122.05
sqlshare_q3677.hg,1,1.0,1,1.0,60,107.87
sqlshare_q3678.hg,1,1.0,1,1.0,60,114.36
sqlshare_q3679.hg,1,1.0,1,1.0,60,120.08
sqlshare_q3680.hg,1,1.0,1,1.0,60,121.1
sqlshare_q3681.hg,1,1.0,1,1.0,60,124.73
sqlshare_q3682.hg,1,1.0,1,1.0,60,128.38
sqlshare_q3684.hg,1,1.0,1,1.0,60,58.28
sqlshare_q3685.hg,1,1.0,1,1.0,60,239.55
sqlshare_q3694.hg,1,1.0,1,1.0,60,109.23
sqlshare_q3741.hg,1,1.0,1,1.0,60,107.04
sqlshare_q3747.hg,1,1.0,1,1.0,60,389.4
sqlshare_q3755.hg,1,1.0,1,1.0,60,187.17
sqlshare_q3808.hg,1,1.0,1,1.0,60,416.43
sqlshare_q3810.hg,1,1.0,1,1.0,60,82.12
sqlshare_q3822.hg,1,1.0,1,1.0,60,712.48
sqlshare_q3823.hg,1,1.0,1,1.0,60,53.62
sqlshare_q3833.hg,1,1.0,1,1.0,60,53.71
sqlshare_q3838.hg,1,1.0,1,1.0,60,82.75
sqlshare_q3843.hg,1,1.0,1,1.0,60,51.17
sqlshare_q3943.hg,1,1.0,1,1.0,60,182.16
sqlshare_q3965.hg,1,1.0,1,1.0,60,42.6
sqlshare_q3983.hg,1,1.0,1,1.0,60,80.36
sqlshare_q4009.hg,1,1.0,1,1.0,60,46.76
sqlshare_q4028.hg,1,1.0,1,1.0,60,78.72
sqlshare_q4034.hg,1,1.0,1,1.0,60,81.96
sqlshare_q4040.hg,1,1.0,1,1.0,60,52.95
sqlshare_q4046.hg,1,1.0,1,1.0,60,94.42
sqlshare_q4052.hg,1,1.0,1,1.0,60,94.76
sqlshare_q4070.hg,1,1.0,1,1.0,60,59.46
sqlshare_q4071.hg,1,1.0,1,1.0,60,134.0
sqlshare_q4083.hg,1,1.0,1,1.0,60,35.96
sqlshare_q4084.hg,1,1.0,1,1.0,60,52.37
sqlshare_q4214.hg,1,1.0,1,1.0,60,55.48
sqlshare_q4215.hg,1,1.0,1,1.0,60,57.33
sqlshare_q4216.hg,1,1.0,1,1.0,60,79.67
sqlshare_q4217.hg,1,1.0,1,1.0,60,404.21
sqlshare_q4221.hg,1,1.0,1,1.0,60,284.61
sqlshare_q4222.hg,1,1.0,1,1.0,60,306.71
sqlshare_q4290.hg,1,1.0,1,1.0,60,543.05
sqlshare_q4297.hg,1,1.0,1,1.0,60,68.88
sqlshare_q4352.hg,1,1.0,1,1.0,60,77.68
sqlshare_q4362.hg,1,1.0,1,1.0,60,107.45
sqlshare_q4371.hg,1,1.0,1,1.0,60,54.66
sqlshare_q4374.hg,1,1.0,1,1.0,60,104.69
sqlshare_q4444.hg,1,1.0,1,1.0,60,351.93
