name,our_fhtw_lb,our_fhtw_ub,our_ghtw_lb,our_ghtw_ub,FraSMT_fhtw,Triangulator_fhtw,FraSMT_ghtw,Triangulator_ghtw,LogKDecomp_ghtw_lb,LogKDecomp_ghtw_ub,htdLeo_htw
rand-3-28-28-93-632-30.xml.hg,2.8000801274622864,7.0,3,9.0,-1,6.333,-1,7,7,7,inf
rand-3-28-28-93-632-31.xml.hg,2.742662444288619,6.333333333333333,3,8.0,6.0,6.0,-1,6,6,6,6
rand-3-28-28-93-632-32.xml.hg,2.710735159997724,6.333333333333334,3,8.0,6.0,6.0,-1,7,7,7,inf
rand-3-28-28-93-632-33.xml.hg,2.964349204481139,7.333333333333333,3,9.0,-1,6.667,-1,7,7,7,inf
rand-3-28-28-93-632-34.xml.hg,2.7866441188541953,7.0,3,8.0,-1,6.333,-1,7,7,7,inf
rand-3-28-28-93-632-35.xml.hg,4.666665666808333,6.333333333333333,5,8.0,6.0,6.0,-1,6,6,6,6
rand-3-28-28-93-632-36.xml.hg,2.76442289238667,6.666666666666667,3,8.0,6.0,6.0,-1,6,6,6,6
rand-3-28-28-93-632-37.xml.hg,2.7875528459015007,6.666666666666667,3,8.0,-1,6.1,-1,7,7,7,inf
rand-3-28-28-93-632-38.xml.hg,2.799987195956311,7.333333333333333,3,8.0,-1,6.667,-1,7,7,7,inf
rand-3-28-28-93-632-39.xml.hg,2.7697958404978156,6.911764705882353,3,8.0,-1,6.333,-1,7,7,7,inf
rand-3-28-28-93-632-40.xml.hg,2.8178085184058204,7.0,3,9.0,-1,6.35,-1,7,7,7,inf
rand-3-28-28-93-632-41.xml.hg,2.7750096829459587,6.666666666666666,3,8.0,-1,6.333,-1,7,7,7,inf
rand-3-28-28-93-632-42.xml.hg,2.808600674536529,6.666666666666666,3,8.0,6.045,6.045,-1,7,7,7,inf
rand-3-28-28-93-632-43.xml.hg,2.6981140268440527,6.333333333333334,3,8.0,6.0,6.0,-1,6,6,6,6
rand-3-28-28-93-632-44.xml.hg,2.7406247590657506,6.666666666666666,3,8.0,-1,6.333,-1,7,7,7,inf
rand-3-28-28-93-632-45.xml.hg,2.791802549921325,6.333333333333333,3,7.0,6.0,6.0,-1,6,6,6,6
rand-3-28-28-93-632-46.xml.hg,2.789287902947012,6.666666666666667,3,8.0,-1,6.29,-1,7,7,7,inf
rand-3-28-28-93-632-47.xml.hg,2.816310357252996,7.0,3,9.0,-1,6.333,-1,7,7,7,inf
rand-3-28-28-93-632-48.xml.hg,2.798750428066127,7.0,3,9.0,-1,6.333,-1,7,7,7,inf
rand-3-28-28-93-632-49.xml.hg,2.729490848185883,6.666666666666667,3,8.0,6.333,6.333,-1,7,7,7,inf
rand-3-28-28-93-632-50.xml.hg,2.86961217444841,7.0,3,9.0,-1,6.333,-1,7,7,7,inf
rand-3-28-28-93-632f-01.xml.hg,2.773461419279414,6.333333333333333,3,8.0,6.125,6.125,-1,7,7,7,inf
rand-3-28-28-93-632f-02.xml.hg,2.798942061126904,6.666666666666667,3,8.0,-1,6.118,-1,7,7,7,inf
rand-3-28-28-93-632f-03.xml.hg,2.84168453282443,6.666666666666667,3,9.0,-1,6.4,-1,7,7,7,inf
rand-3-28-28-93-632f-04.xml.hg,2.867596526968485,6.666666666666667,3,8.0,6.333,6.333,-1,7,6,7,inf
rand-3-28-28-93-632f-05.xml.hg,2.9302498329944733,7.0,3,9.0,-1,6.333,-1,7,7,7,inf
rand-3-28-28-93-632f-06.xml.hg,2.861792959815459,7.0,3,8.0,-1,6.333,-1,7,7,7,inf
rand-3-28-28-93-632f-07.xml.hg,2.7526674389811876,6.666666666666667,3,8.0,-1,6.333,-1,7,7,7,inf
rand-3-28-28-93-632f-08.xml.hg,2.8954074025545538,7.0,3,8.0,-1,6.538,-1,7,7,7,inf
rand-3-28-28-93-632f-09.xml.hg,2.727727686037412,7.0,3,8.0,-1,6.333,-1,7,7,7,inf
rand-3-28-28-93-632f-10.xml.hg,2.77379051776335,6.666666666666667,3,9.0,6.0,6.0,-1,6,6,6,6
rand-3-28-28-93-632f-11.xml.hg,2.8498811577018963,7.0,3,8.0,6.333,6.333,-1,7,7,7,inf
rand-3-28-28-93-632f-12.xml.hg,2.838241613916445,7.0,3,9.0,-1,6.333,-1,7,7,7,inf
rand-3-28-28-93-632f-13.xml.hg,2.848224747135905,7.0,3,7.0,-1,6.348,-1,7,7,7,inf
rand-3-28-28-93-632f-14.xml.hg,2.8173178914540054,6.735294117647059,3,8.0,6.0,6.0,-1,6,6,6,6
rand-3-28-28-93-632f-15.xml.hg,2.789377776303723,6.357142857142857,3,8.0,-1,6.333,-1,7,7,7,inf
rand-3-28-28-93-632f-16.xml.hg,2.8726446004503146,7.333333333333333,3,8.0,-1,6.667,-1,7,7,7,inf
rand-3-28-28-93-632f-17.xml.hg,2.7749107185055095,6.666666666666667,3,8.0,6.273,6.273,-1,7,7,7,inf
rand-3-28-28-93-632f-18.xml.hg,2.867887821049729,6.666666666666667,3,8.0,-1,6.338,-1,7,7,7,inf
rand-3-28-28-93-632f-19.xml.hg,2.793343297013517,7.333333333333333,3,9.0,-1,6.333,-1,7,7,7,inf
rand-3-28-28-93-632f-20.xml.hg,2.824141638085819,7.0,3,8.0,6.0,6.0,-1,6,6,6,6
rand-3-28-28-93-632f-21.xml.hg,2.7962779849139183,7.0,3,8.0,-1,6.333,-1,7,7,7,inf
rand-3-28-28-93-632f-22.xml.hg,2.7881396133035063,7.0,3,8.0,-1,6.417,-1,7,6,7,inf
rand-3-28-28-93-632f-23.xml.hg,2.9099900765841245,7.0,3,8.0,-1,6.333,-1,7,7,7,inf
rand-3-28-28-93-632f-24.xml.hg,2.7774614545891776,6.666666666666667,3,8.0,6.0,6.0,-1,6,6,6,6
rand-3-28-28-93-632f-25.xml.hg,2.8870638848319174,7.0,3,9.0,-1,6.667,-1,7,7,7,inf
rand-3-28-28-93-632f-26.xml.hg,2.9792331424497003,6.666666666666666,3,8.0,-1,6.333,-1,7,7,7,inf
rand-3-28-28-93-632f-27.xml.hg,2.89084365365183,7.0,3,9.0,-1,6.667,-1,7,6,7,inf
rand-3-28-28-93-632f-28.xml.hg,2.7671343975941762,6.666666666666667,3,8.0,-1,6.333,-1,7,7,7,inf
rand-3-28-28-93-632f-29.xml.hg,2.8026770572739372,6.666666666666667,3,8.0,-1,6.333,-1,7,7,7,inf
rand-3-28-28-93-632f-30.xml.hg,2.7816925053184405,7.0,3,9.0,-1,6.333,-1,7,7,7,inf
rand-3-28-28-93-632f-31.xml.hg,4.666666666666667,6.333333333333333,5,8.0,6.0,6.0,-1,6,6,6,6
rand-3-28-28-93-632f-32.xml.hg,2.71980893051142,6.392857142857142,3,8.0,6.0,6.0,-1,7,7,7,inf
rand-3-28-28-93-632f-33.xml.hg,2.8965065971770207,7.333333333333333,3,9.0,-1,6.667,-1,7,6,7,inf
rand-3-28-28-93-632f-34.xml.hg,2.9386593391633955,7.0,3,8.0,-1,6.333,-1,7,7,7,inf
rand-3-28-28-93-632f-35.xml.hg,4.666666666666667,6.666666666666666,5,8.0,6.0,6.0,-1,6,6,6,6
rand-3-28-28-93-632f-36.xml.hg,2.717092185285787,6.666666666666666,3,8.0,6.0,6.0,-1,6,6,6,6
rand-3-28-28-93-632f-37.xml.hg,2.8114222322924993,7.0,3,8.0,-1,6.1,-1,7,7,7,inf
rand-3-28-28-93-632f-38.xml.hg,2.7963411994958562,7.0,3,9.0,-1,6.667,-1,7,7,7,inf
rand-3-28-28-93-632f-39.xml.hg,2.787301340895765,6.666666666666667,3,9.0,-1,6.333,-1,7,7,7,inf
rand-3-28-28-93-632f-40.xml.hg,2.8611141384460517,7.0,3,8.0,-1,6.35,-1,7,7,7,inf
rand-3-28-28-93-632f-41.xml.hg,2.7558763189538165,6.666666666666667,3,8.0,-1,6.333,-1,7,7,7,inf
rand-3-28-28-93-632f-42.xml.hg,2.8002302327393904,6.666666666666667,3,8.0,6.045,6.045,-1,7,7,7,inf
rand-3-28-28-93-632f-43.xml.hg,5.166666666666667,6.666666666666666,6,8.0,6.0,6.0,-1,6,6,6,6
rand-3-28-28-93-632f-44.xml.hg,2.7174310425680432,6.333333333333333,3,8.0,-1,6.333,-1,7,7,7,inf
rand-3-28-28-93-632f-45.xml.hg,2.7785450211743554,6.666666666666667,3,8.0,6.0,6.0,-1,6,6,6,6
rand-3-28-28-93-632f-46.xml.hg,2.785613554129205,7.0,3,8.0,-1,6.29,-1,7,7,7,inf
rand-3-28-28-93-632f-47.xml.hg,2.8310544901823307,7.0,3,8.0,-1,6.333,-1,7,7,7,inf
rand-3-28-28-93-632f-48.xml.hg,2.7855290364901473,6.666666666666667,3,8.0,-1,6.333,-1,7,7,7,inf
rand-3-28-28-93-632f-49.xml.hg,2.7601885190132007,7.0,3,8.0,6.333,6.333,-1,7,7,7,inf
rand-3-28-28-93-632f-50.xml.hg,2.8286782616095127,7.0,3,9.0,-1,6.333,-1,7,7,7,inf
rand-5-10-10-15-08-0.xml.hg,1.9565217391304348,1.9565217391304348,2,3.0,1.957,1.957,2,2,2,2,2
rand-5-10-10-15-08-1.xml.hg,1.9090909090909092,1.909090909090909,2,3.0,1.909,1.909,2,2,2,2,2
rand-5-10-10-15-08-2.xml.hg,2.0,2.0,2,3.0,2.0,2.0,2,2,2,2,2
rand-5-10-10-15-08-3.xml.hg,1.857142857142857,1.8571428571428572,2,3.0,1.857,1.857,3,3,3,3,3
rand-5-10-10-15-08-4.xml.hg,1.8947368421052633,1.894736842105263,2,3.0,1.895,1.895,2,2,2,2,2
rand-5-10-10-15-08-5.xml.hg,1.857142857142857,1.8571428571428572,2,3.0,1.857,1.857,3,3,3,3,3
rand-5-10-10-15-08-6.xml.hg,2.0,2.0,2,2.0,2.0,2.0,2,2,2,2,2
rand-5-10-10-15-08-7.xml.hg,1.857142857142857,1.8571428571428572,2,2.0,1.857,1.857,2,2,2,2,2
rand-5-10-10-15-08-8.xml.hg,2.0,2.0,2,3.0,2.0,2.0,2,2,2,2,2
rand-5-10-10-15-08-9.xml.hg,2.0,2.0,2,3.0,2.0,2.0,3,3,3,3,3
rand-5-2X-05c-01.xml.hg,2.2,2.4,3,3.0,2.4,2.4,3,3,3,3,3
rand-5-2X-05c-02.xml.hg,2.2,2.4,3,3.0,2.4,2.4,3,3,3,3,3
rand-5-2X-05c-04.xml.hg,2.2,2.4,3,3.0,2.4,2.4,3,3,3,3,3
rand-5-2X-05c-06.xml.hg,2.2,2.4000000000000004,3,3.0,2.4,2.4,3,3,3,3,3
rand-5-2X-05c-07.xml.hg,2.2,2.4,3,3.0,2.4,2.4,3,3,3,3,3
rand-5-2X-05c-08.xml.hg,2.2,2.4,3,3.0,2.4,2.4,3,3,3,3,3
rand-5-2X-05c-10.xml.hg,2.2,2.4,3,3.0,2.4,2.4,3,3,3,3,3
rand-5-2X-05c-11.xml.hg,2.1999999999999997,2.4,3,3.0,2.4,2.4,3,3,3,3,3
rand-5-2X-05c-12.xml.hg,2.2,2.4,3,3.0,2.4,2.4,3,3,3,3,3
rand-5-2X-05c-14.xml.hg,2.2,2.4,3,3.0,2.4,2.4,3,3,3,3,3
rand-5-2X-05c-16.xml.hg,2.2,2.4,3,3.0,2.4,2.4,3,3,3,3,3
rand-5-2X-05c-17.xml.hg,2.2,2.4,3,3.0,2.4,2.4,3,3,3,3,3
rand-5-2X-05c-18.xml.hg,2.2,2.4,3,3.0,2.4,2.4,3,3,3,3,3
rand-5-2X-05c-20.xml.hg,2.2,2.4,3,3.0,2.4,2.4,3,3,3,3,3
rand-5-2X-05c-21.xml.hg,2.2,2.3999999999999995,3,3.0,2.4,2.4,3,3,3,3,3
rand-5-2X-05c-25.xml.hg,2.2,2.4,3,3.0,2.4,2.4,3,3,3,3,3
rand-5-2X-05c-28.xml.hg,2.2,2.4,3,3.0,2.4,2.4,3,3,3,3,3
rand-5-2X-05c-30.xml.hg,2.2,2.4,3,3.0,2.4,2.4,3,3,3,3,3
rand-5-2X-05c-31.xml.hg,2.2,2.4,3,3.0,2.4,2.4,3,3,3,3,3
rand-5-2X-05c-32.xml.hg,2.2,2.4,3,3.0,2.4,2.4,3,3,3,3,3
rand-5-2X-05c-33.xml.hg,2.2,2.4,3,3.0,2.4,2.4,3,3,3,3,3
rand-5-2X-05c-34.xml.hg,2.2,2.4,3,3.0,2.4,2.4,3,3,3,3,3
rand-5-2X-05c-38.xml.hg,2.2,2.4000000000000004,3,3.0,2.4,2.4,3,3,3,3,3
rand-5-2X-05c-39.xml.hg,2.2,2.4,3,3.0,2.4,2.4,3,3,3,3,3
rand-5-2X-05c-40.xml.hg,2.1999999999999997,2.4,3,3.0,2.4,2.4,3,3,3,3,3
rand-5-2X-05c-47.xml.hg,2.2,2.4,3,3.0,2.4,2.4,3,3,3,3,3
rand-5-2X-05c-48.xml.hg,2.2,2.4,3,3.0,2.4,2.4,3,3,3,3,3
rand-5-2X-05c-50.xml.hg,2.2,2.4,3,3.0,2.4,2.4,3,3,3,3,3
rand-5-4X-05c-02.xml.hg,2.2,2.4,3,3.0,2.4,2.4,3,3,3,3,3
rand-5-4X-05c-03.xml.hg,2.2,2.4000000000000004,3,3.0,2.4,2.4,3,3,3,3,3
rand-5-4X-05c-04.xml.hg,2.2,2.4,3,3.0,2.4,2.4,3,3,3,3,3
rand-5-4X-05c-05.xml.hg,2.2,2.4,3,3.0,2.4,2.4,3,3,3,3,3
rand-5-4X-05c-07.xml.hg,2.2,2.4,3,3.0,2.4,2.4,3,3,3,3,3
rand-5-4X-05c-11.xml.hg,2.2,2.4000000000000004,3,3.0,2.4,2.4,3,3,3,3,3
rand-5-4X-05c-13.xml.hg,2.2,2.4,3,3.0,2.4,2.4,3,3,3,3,3
rand-5-4X-05c-16.xml.hg,2.2,2.4,3,3.0,2.4,2.4,3,3,3,3,3
rand-5-4X-05c-19.xml.hg,2.1999999999999997,2.4,3,3.0,2.4,2.4,3,3,3,3,3
rand-5-4X-05c-20.xml.hg,2.2,2.4000000000000004,3,3.0,2.4,2.4,3,3,3,3,3
rand-5-4X-05c-21.xml.hg,2.2,2.4000000000000004,3,3.0,2.4,2.4,3,3,3,3,3
rand-5-4X-05c-23.xml.hg,2.1999999999999997,2.4,3,3.0,2.4,2.4,3,3,3,3,3
rand-5-4X-05c-24.xml.hg,2.2,2.4,3,3.0,2.4,2.4,3,3,3,3,3
rand-5-4X-05c-25.xml.hg,2.2,2.4000000000000004,3,3.0,2.4,2.4,3,3,3,3,3
rand-5-4X-05c-26.xml.hg,2.2,2.4000000000000004,3,3.0,2.4,2.4,3,3,3,3,3
rand-5-4X-05c-28.xml.hg,2.2,2.4,3,3.0,2.4,2.4,3,3,3,3,3
rand-5-4X-05c-32.xml.hg,2.2,2.4,3,3.0,2.4,2.4,3,3,3,3,3
rand-5-4X-05c-33.xml.hg,2.2,2.4000000000000004,3,3.0,2.4,2.4,3,3,3,3,3
rand-5-4X-05c-34.xml.hg,2.2,2.4,3,3.0,2.4,2.4,3,3,3,3,3
rand-5-4X-05c-38.xml.hg,2.2,2.4,3,3.0,2.4,2.4,3,3,3,3,3
rand-5-4X-05c-39.xml.hg,2.2,2.4,3,3.0,2.4,2.4,3,3,3,3,3
rand-5-4X-05c-41.xml.hg,2.2,2.4,3,3.0,2.4,2.4,3,3,3,3,3
rand-5-4X-05c-42.xml.hg,2.2,2.4,3,3.0,2.4,2.4,3,3,3,3,3
rand-5-4X-05c-44.xml.hg,2.2,2.4,3,3.0,2.4,2.4,3,3,3,3,3
rand-5-4X-05c-46.xml.hg,2.2,2.4,3,3.0,2.4,2.4,3,3,3,3,3
rand-5-4X-05c-48.xml.hg,2.2,2.4,3,3.0,2.4,2.4,3,3,3,3,3
rand-5-4X-05c-49.xml.hg,2.2,2.4,3,3.0,2.4,2.4,3,3,3,3,3
rand-5-8X-05c-01.xml.hg,2.2,2.4,3,3.0,2.4,2.4,3,3,3,3,3
rand-5-8X-05c-02.xml.hg,2.2,2.4,3,3.0,2.4,2.4,3,3,3,3,3
rand-5-8X-05c-03.xml.hg,2.2,2.4,3,3.0,2.4,2.4,3,3,3,3,3
rand-5-8X-05c-05.xml.hg,2.2,2.4,3,3.0,2.4,2.4,3,3,3,3,3
rand-5-8X-05c-06.xml.hg,2.2,2.4,3,3.0,2.4,2.4,3,3,3,3,3
rand-5-8X-05c-07.xml.hg,2.2,2.4,3,3.0,2.4,2.4,3,3,3,3,3
rand-5-8X-05c-13.xml.hg,2.2,2.4,3,3.0,2.4,2.4,3,3,3,3,3
rand-5-8X-05c-16.xml.hg,2.2,2.4,3,3.0,2.4,2.4,3,3,3,3,3
rand-5-8X-05c-17.xml.hg,2.2,2.4,3,3.0,2.4,2.4,3,3,3,3,3
rand-5-8X-05c-19.xml.hg,2.2,2.4,3,3.0,2.4,2.4,3,3,3,3,3
rand-5-8X-05c-22.xml.hg,2.2,2.4000000000000004,3,3.0,2.4,2.4,3,3,3,3,3
rand-5-8X-05c-23.xml.hg,2.2,2.4,3,3.0,2.4,2.4,3,3,3,3,3
rand-5-8X-05c-24.xml.hg,2.2,2.4,3,3.0,2.4,2.4,3,3,3,3,3
rand-5-8X-05c-25.xml.hg,2.2,2.4,3,3.0,2.4,2.4,3,3,3,3,3
rand-5-8X-05c-26.xml.hg,2.2,2.4000000000000004,3,3.0,2.4,2.4,3,3,3,3,3
rand-5-8X-05c-27.xml.hg,2.2,2.4,3,3.0,2.4,2.4,3,3,3,3,3
rand-5-8X-05c-28.xml.hg,2.2,2.4,3,3.0,2.4,2.4,3,3,3,3,3
rand-5-8X-05c-29.xml.hg,2.2,2.4,3,3.0,2.4,2.4,3,3,3,3,3
rand-5-8X-05c-30.xml.hg,2.2,2.4,3,3.0,2.4,2.4,3,3,3,3,3
rand-5-8X-05c-31.xml.hg,2.1999999999999997,2.4,3,3.0,2.4,2.4,3,3,3,3,3
rand-5-8X-05c-33.xml.hg,2.2,2.4,3,3.0,2.4,2.4,3,3,3,3,3
rand-5-8X-05c-36.xml.hg,2.2,2.4000000000000004,3,3.0,2.4,2.4,3,3,3,3,3
rand-5-8X-05c-37.xml.hg,2.2,2.4,3,3.0,2.4,2.4,3,3,3,3,3
rand-5-8X-05c-39.xml.hg,2.2,2.4,3,3.0,2.4,2.4,3,3,3,3,3
rand-5-8X-05c-40.xml.hg,2.0,2.4,2,3.0,2.4,2.4,3,3,3,3,3
rand-5-8X-05c-41.xml.hg,2.2,2.4,3,3.0,2.4,2.4,3,3,3,3,3
rand-5-8X-05c-42.xml.hg,2.2,2.4,3,3.0,2.4,2.4,3,3,3,3,3
rand-5-8X-05c-44.xml.hg,2.2,2.4,3,3.0,2.4,2.4,3,3,3,3,3
rand-5-8X-05c-47.xml.hg,2.2,2.4,3,3.0,2.4,2.4,3,3,3,3,3
rand-7-40-8-40-02500-0.xml.hg,2.4289111418359908,4.950413223140496,3,7.0,-1,4.929,-1,6,6,6,inf
rand-7-40-8-40-02500-1.xml.hg,2.4881655504105225,5.2515294993882,3,7.0,-1,5.219,-1,6,6,6,inf
rand-7-40-8-40-02500-2.xml.hg,2.460278058240531,5.273125822007891,3,7.0,-1,5.247,-1,6,6,6,inf
rand-7-40-8-40-02500-3.xml.hg,2.49777133772248,5.158904109589041,3,7.0,-1,5.13,-1,6,6,6,inf
rand-7-40-8-40-02500-4.xml.hg,2.3798938956975175,4.9636871508379885,3,7.0,-1,4.909,-1,6,6,6,inf
rand-7-40-8-40-02500-5.xml.hg,2.5170903101802713,5.30326797385621,3,7.0,-1,5.252,-1,6,6,6,inf
rand-7-40-8-40-02500-6.xml.hg,2.4451252939741646,5.264867485455722,3,7.0,-1,5.158,-1,6,6,6,inf
rand-7-40-8-40-02500-7.xml.hg,2.5036287145490626,5.219643166464577,3,7.0,-1,5.152,-1,6,6,6,inf
rand-7-40-8-40-02500-8.xml.hg,2.498441935007472,5.262452107279693,3,7.0,-1,5.262,-1,6,6,6,inf
rand-7-40-8-40-02500-9.xml.hg,2.410037038887027,5.070507960576194,3,7.0,-1,5.069,-1,6,6,6,6
rand-7-40-8-40-05000-0.xml.hg,2.4393255874960724,4.950413223140496,3,7.0,-1,4.929,-1,6,6,6,inf
rand-7-40-8-40-05000-1.xml.hg,2.4801343182297733,5.268348935015601,3,7.0,-1,5.219,-1,6,6,6,inf
rand-7-40-8-40-05000-2.xml.hg,2.436180079326202,5.273125822007891,3,7.0,-1,5.247,-1,6,6,6,inf
rand-7-40-8-40-05000-3.xml.hg,2.441013181590407,5.140789473684211,3,7.0,-1,5.13,-1,6,6,6,inf
rand-7-40-8-40-05000-4.xml.hg,2.4136296530527095,4.9636871508379885,3,7.0,-1,4.909,-1,6,6,6,inf
rand-7-40-8-40-05000-5.xml.hg,2.508992099318333,5.280366450797662,3,7.0,-1,5.252,-1,6,6,6,inf
rand-7-40-8-40-05000-6.xml.hg,2.4553276064394276,5.249867934495509,3,7.0,-1,5.158,-1,6,6,6,inf
rand-7-40-8-40-05000-7.xml.hg,2.4973138941774327,5.219643166464577,3,7.0,-1,5.152,-1,6,6,6,inf
rand-7-40-8-40-05000-8.xml.hg,2.4777964431607864,5.262452107279693,3,7.0,-1,5.262,-1,6,6,6,inf
rand-7-40-8-40-05000-9.xml.hg,2.4232569482597763,5.163487738419618,3,6.0,-1,5.069,-1,6,6,6,6
rand-7-40-8-40-07500-0.xml.hg,2.4479425302323086,4.944612818583081,3,7.0,-1,4.929,-1,6,6,6,inf
rand-7-40-8-40-07500-1.xml.hg,2.4723234134852183,5.277000515239191,3,7.0,-1,5.219,-1,6,6,6,inf
rand-7-40-8-40-07500-2.xml.hg,2.4865839907684255,5.273125822007891,3,7.0,-1,5.247,-1,6,6,6,inf
rand-7-40-8-40-07500-3.xml.hg,2.461356807690058,5.190909090909091,3,7.0,-1,5.13,-1,6,6,6,inf
rand-7-40-8-40-07500-4.xml.hg,2.3760965879611087,4.9636871508379885,3,7.0,-1,4.909,-1,6,6,6,inf
rand-7-40-8-40-07500-5.xml.hg,2.521570107160177,5.280366450797662,3,7.0,-1,5.252,-1,6,6,6,inf
rand-7-40-8-40-07500-6.xml.hg,2.4298479059614437,5.230966380220111,3,7.0,-1,5.158,-1,6,6,6,inf
rand-7-40-8-40-07500-7.xml.hg,2.478929284383748,5.219643166464577,3,7.0,-1,5.152,-1,6,6,6,inf
rand-7-40-8-40-07500-8.xml.hg,2.5075345108810128,5.310901339829477,3,7.0,-1,5.262,-1,6,6,6,inf
rand-7-40-8-40-07500-9.xml.hg,2.406165957638955,5.070507960576194,3,6.0,-1,5.069,-1,6,6,6,6
rand-7-40-8-40-10000-0.xml.hg,2.4257243809277558,4.950413223140496,3,7.0,-1,4.929,-1,6,6,6,inf
rand-7-40-8-40-10000-1.xml.hg,2.4611539479154656,5.266304347826087,3,7.0,-1,5.219,-1,6,6,6,inf
rand-7-40-8-40-10000-2.xml.hg,2.4327495903168863,5.349233390119251,3,7.0,-1,5.247,-1,6,6,6,inf
rand-7-40-8-40-10000-3.xml.hg,2.445609365485276,5.190909090909091,3,7.0,-1,5.13,-1,6,6,6,inf
rand-7-40-8-40-10000-4.xml.hg,2.4036434809742695,5.0,3,7.0,-1,4.909,-1,6,6,6,inf
rand-7-40-8-40-10000-5.xml.hg,2.5193998871309,5.295308223138903,3,7.0,-1,5.252,-1,6,6,6,inf
rand-7-40-8-40-10000-6.xml.hg,2.4072732484537913,5.230966380220111,3,7.0,-1,5.158,-1,6,6,6,inf
rand-7-40-8-40-10000-7.xml.hg,2.4634653279685894,5.223770134958642,3,7.0,-1,5.152,-1,6,6,6,inf
rand-7-40-8-40-10000-8.xml.hg,2.488913493117124,5.262452107279693,3,7.0,-1,5.262,-1,6,6,6,inf
rand-7-40-8-40-10000-9.xml.hg,2.428005370498816,5.182453687521845,3,6.0,-1,5.069,-1,6,6,6,6
rand-7-40-8-40-12500-0.xml.hg,2.4412646189141776,4.944612818583081,3,7.0,-1,4.929,-1,6,6,6,inf
rand-7-40-8-40-12500-1.xml.hg,2.4339046295024027,5.244204018547141,3,7.0,-1,5.219,-1,6,6,6,inf
rand-7-40-8-40-12500-2.xml.hg,2.418862749979674,5.273125822007891,3,7.0,-1,5.247,-1,6,6,6,inf
rand-7-40-8-40-12500-3.xml.hg,2.4942164028292617,5.158904109589041,3,7.0,-1,5.13,-1,6,6,6,inf
rand-7-40-8-40-12500-4.xml.hg,2.386297583554675,5.0,3,7.0,-1,4.909,-1,6,6,6,inf
rand-7-40-8-40-12500-5.xml.hg,2.5507935782177578,5.27292349508354,3,7.0,-1,5.252,-1,6,6,6,inf
rand-7-40-8-40-12500-6.xml.hg,2.4379198024731683,5.230966380220111,3,7.0,-1,5.158,-1,6,6,6,inf
rand-7-40-8-40-12500-7.xml.hg,2.478929284383748,5.219643166464577,3,7.0,-1,5.152,-1,6,6,6,inf
rand-7-40-8-40-12500-8.xml.hg,2.522401064533624,5.316846086703521,3,7.0,-1,5.262,-1,6,6,6,inf
rand-7-40-8-40-12500-9.xml.hg,2.428005370498816,5.070507960576194,3,7.0,-1,5.069,-1,6,6,6,6
rand-7-40-8-40-15000-0.xml.hg,2.4111807440842905,4.943517188018127,3,7.0,-1,4.929,-1,6,6,6,inf
rand-7-40-8-40-15000-1.xml.hg,2.443545567619675,5.259075907590759,3,7.0,-1,5.219,-1,6,6,6,inf
rand-7-40-8-40-15000-2.xml.hg,2.440223457230726,5.352371586352977,3,7.0,-1,5.247,-1,6,6,6,inf
rand-7-40-8-40-15000-3.xml.hg,2.4279829854127883,5.190909090909091,3,7.0,-1,5.13,-1,6,6,6,inf
rand-7-40-8-40-15000-4.xml.hg,2.3383989343334295,4.914191419141914,3,7.0,-1,4.909,-1,6,6,6,inf
rand-7-40-8-40-15000-5.xml.hg,2.5068888564855865,5.306585259485391,3,7.0,-1,5.252,-1,6,6,6,inf
rand-7-40-8-40-15000-6.xml.hg,2.472201767842232,5.230966380220111,3,7.0,-1,5.158,-1,6,6,6,inf
rand-7-40-8-40-15000-7.xml.hg,2.4699818020914166,5.27764705882353,3,7.0,-1,5.152,-1,6,6,6,inf
rand-7-40-8-40-15000-8.xml.hg,2.5224428315087577,5.262452107279693,3,7.0,-1,5.262,-1,6,6,6,inf
rand-7-40-8-40-15000-9.xml.hg,2.4361647797470494,5.097156398104265,3,7.0,-1,5.069,-1,6,6,6,6
rand-7-40-8-40-17500-0.xml.hg,2.4682329559054774,4.987956614793051,3,7.0,-1,4.929,-1,6,6,6,inf
rand-7-40-8-40-17500-1.xml.hg,2.461313297746353,5.2515294993882,3,7.0,-1,5.219,-1,6,6,6,inf
rand-7-40-8-40-17500-2.xml.hg,2.4358167456975126,5.273125822007891,3,7.0,-1,5.247,-1,6,6,6,inf
rand-7-40-8-40-17500-3.xml.hg,2.4591667805400523,5.141358641358642,3,7.0,-1,5.13,-1,6,6,6,inf
rand-7-40-8-40-17500-4.xml.hg,2.431361455125358,4.9636871508379885,3,7.0,-1,4.909,-1,6,6,6,inf
rand-7-40-8-40-17500-5.xml.hg,2.5289482928404023,5.305780659103187,3,8.0,-1,5.252,-1,6,6,6,inf
rand-7-40-8-40-17500-6.xml.hg,2.477416952951064,5.230966380220111,3,7.0,-1,5.158,-1,6,6,6,inf
rand-7-40-8-40-17500-7.xml.hg,2.4935786259315664,5.219643166464577,3,7.0,-1,5.152,-1,6,6,6,inf
rand-7-40-8-40-17500-8.xml.hg,2.474645758142115,5.262452107279693,3,7.0,-1,5.262,-1,6,6,6,6
rand-7-40-8-40-17500-9.xml.hg,2.4042811026308284,5.097560975609756,3,7.0,-1,5.069,-1,6,6,6,6
rand-7-40-8-40-20000-0.xml.hg,2.4200422365440115,4.950413223140496,3,7.0,-1,4.929,-1,6,6,6,inf
