name,our_fhtw_lb,our_fhtw_ub,our_ghtw_lb,our_ghtw_ub,FraSMT_fhtw,Triangulator_fhtw,FraSMT_ghtw,Triangulator_ghtw,LogKDecomp_ghtw_lb,LogKDecomp_ghtw_ub,htdLeo_htw
rand_q0433.hg,4.0,4.75,4,5.0,4.714,4.714,5,5,5,5,5
rand_q0434.hg,1.5,1.5,2,2.0,1.5,1.5,2,2,2,2,2
rand_q0435.hg,1,1.0,1,1.0,1.0,1.0,1,1,1,1,inf
rand_q0436.hg,3.0,3.3333333333333335,3,4.0,3.333,3.333,4,4,4,4,4
rand_q0437.hg,2.1760085057517635,4.347337008500349,3,7.0,-1,4.329,-1,6,6,6,inf
rand_q0438.hg,5.0,6.5,5,8.0,-1,6.333,-1,7,7,7,inf
rand_q0439.hg,2.9529411764705884,2.9791666666666665,3,4.0,2.979,2.979,4,4,4,4,4
rand_q0440.hg,2.4035560990977536,5.102941176470588,3,7.0,-1,5.049,-1,7,7,7,inf
rand_q0441.hg,2.979278120132728,3.1215686274509804,3,5.0,3.122,3.122,4,4,4,4,4
rand_q0442.hg,2.022988505747126,2.0795795795795797,3,3.0,2.08,2.08,3,3,3,3,3
rand_q0443.hg,1.3454545454545455,1.3454545454545455,2,2.0,1.345,1.345,2,2,2,2,2
rand_q0444.hg,3.625,3.833333333333333,4,5.0,3.818,3.818,5,5,5,5,5
rand_q0445.hg,2.970956004893964,6.973574408901252,3,9.0,-1,6.844,-1,8,8,8,inf
rand_q0446.hg,1.92,1.92,2,3.0,1.92,1.92,3,3,3,3,3
rand_q0447.hg,1.5,1.5,2,2.0,1.5,1.5,2,2,2,2,2
rand_q0448.hg,5.0,5.5,5,6.0,5.5,5.5,-1,6,6,6,6
rand_q0449.hg,1,1.0,1,1.0,1.0,1.0,1,1,1,1,1
rand_q0450.hg,3.5319912674796097,8.707317073170731,4,10.0,-1,-1,-1,-1,9,9,inf
rand_q0451.hg,2.2857142857142856,2.3157894736842106,3,3.0,2.316,2.316,3,3,3,3,3
rand_q0452.hg,3.0,3.0,3,3.0,3.0,3.0,3,3,3,3,inf
rand_q0453.hg,4.0,4.285714285714286,4,5.0,4.286,4.286,5,5,5,5,5
rand_q0454.hg,5.0,5.0,5,5.0,5.0,5.0,5,5,5,5,5
rand_q0455.hg,1.5,1.5,2,2.0,1.5,1.5,2,2,2,2,2
rand_q0456.hg,5.0,5.5,5,6.0,5.25,5.25,-1,6,6,6,6
